external_id,created_at,account_age_months,monthly_revenue,remaining_arr,logins_30d,logins_prev_30d,login_frequency_change,features_used,previous_features_used,feature_usage_change,support_tickets,negative_support,support_ticket_growth,emails_opened,emails_clicked,email_engagement,last_login_days,payment_failures,days_until_renewal,number_of_users,user_activity_variance,historical_discount,churned,upgraded,responded,high_ltv,support_30d,upgrade_arpu,expected_contribution,avoided_support_cost,incremental_margin,true_p0_churn,true_p0_upsell,true_p0_response,true_p0_high_ltv,true_p0_support
C-10397,2026-05-18,13.0,799.0,9588.0,12.0,15.0,-0.2,9.0,10.0,-0.1,0.0,0.0,0.2823,8.0,8.0,0.8,17.0,0.0,154.0,39.0,0.1008,0.0,0,1,0,1,0,360.0,4380.17,40.0,80.0,0.1694,0.7799,0.5842,0.9755,0.2075
C-10398,2025-04-06,18.0,99.0,1188.0,7.0,8.0,-0.125,1.0,2.0,-0.5,0.0,0.0,0.9611,9.0,7.0,0.8,7.0,0.0,152.0,7.0,0.4609,1.0,0,0,1,0,0,120.0,591.1,40.0,14.85,0.0953,0.3549,0.6985,0.151,0.2244
C-10399,2025-07-13,19.0,99.0,1188.0,21.0,17.0,0.2353,4.0,6.0,-0.3333,3.0,2.0,1.3834,5.0,4.0,0.45,8.0,0.0,102.0,31.0,0.4533,0.0,0,1,1,0,1,120.0,527.23,115.0,14.85,0.1931,0.5826,0.49,0.1396,0.6985
C-10400,2024-03-09,59.0,799.0,9588.0,15.0,13.0,0.1538,9.0,6.0,0.5,3.0,3.0,-0.3866,9.0,8.0,0.85,7.0,0.0,66.0,24.0,0.2222,0.0,0,1,1,1,1,360.0,4690.36,115.0,80.0,0.1106,0.8538,0.6502,0.9842,0.7427
C-10401,2025-11-08,47.0,49.0,588.0,15.0,17.0,-0.1176,7.0,6.0,0.1667,0.0,0.0,1.1893,10.0,10.0,1.0,36.0,0.0,42.0,19.0,0.1293,1.0,0,1,0,0,1,120.0,267.85,40.0,8.0,0.1718,0.6866,0.6411,0.1008,0.3385
C-10402,2026-02-23,20.0,149.0,1788.0,0.0,5.0,-1.0,9.0,6.0,0.5,0.0,0.0,-0.2084,6.0,5.0,0.55,19.0,0.0,58.0,29.0,0.3495,0.0,0,0,0,0,0,120.0,476.95,40.0,22.35,0.515,0.6301,0.475,0.1312,0.2176
C-10403,2025-03-22,58.0,149.0,1788.0,18.0,17.0,0.0588,8.0,8.0,0.0,2.0,0.0,0.8159,8.0,8.0,0.8,17.0,0.0,167.0,23.0,0.5306,0.0,0,1,1,0,0,120.0,916.97,90.0,22.35,0.0675,0.7784,0.5842,0.2207,0.3799
C-10404,2026-03-08,30.0,399.0,4788.0,31.0,25.0,0.24,5.0,5.0,0.0,1.0,1.0,0.5669,10.0,8.0,0.9,38.0,0.0,20.0,13.0,0.4833,0.0,0,0,0,1,1,360.0,1608.06,65.0,59.85,0.3894,0.5976,0.52,0.4319,0.5963
C-10405,2024-07-27,31.0,49.0,588.0,0.0,4.0,-1.0,0.0,3.0,-1.0,1.0,0.0,-1.5,10.0,10.0,1.0,39.0,0.0,149.0,22.0,0.2238,0.0,0,1,0,0,0,120.0,130.56,65.0,8.0,0.5963,0.4457,0.5548,0.0843,0.5424
C-10406,2025-03-07,27.0,149.0,1788.0,13.0,9.0,0.4444,6.0,6.0,0.0,0.0,0.0,-0.773,3.0,1.0,0.2,10.0,0.0,58.0,6.0,0.4274,0.0,0,0,1,0,0,120.0,859.3,40.0,22.35,0.1262,0.4842,0.3823,0.2069,0.1978
C-10407,2026-03-15,10.0,49.0,588.0,21.0,19.0,0.1053,10.0,10.0,0.0,2.0,1.0,-0.977,8.0,7.0,0.75,15.0,0.0,51.0,10.0,0.5774,0.0,1,1,0,0,1,120.0,269.07,90.0,8.0,0.168,0.504,0.5744,0.1009,0.4626
C-10408,2025-06-16,56.0,399.0,4788.0,22.0,17.0,0.2941,0.0,4.0,-1.0,0.0,0.0,-1.4256,5.0,3.0,0.4,18.0,0.0,146.0,38.0,0.1655,0.0,0,1,1,1,1,360.0,2368.34,40.0,59.85,0.1007,0.8037,0.4207,0.6925,0.2973
C-10409,2025-08-30,2.0,249.0,2988.0,24.0,19.0,0.2632,0.0,1.0,-1.0,0.0,0.0,0.7035,1.0,0.0,0.05,37.0,0.0,173.0,8.0,0.4126,1.0,1,1,0,0,0,360.0,907.66,40.0,37.35,0.4477,0.3222,0.2769,0.2184,0.428
C-10410,2024-12-21,12.0,149.0,1788.0,12.0,16.0,-0.25,10.0,11.0,-0.0909,0.0,0.0,1.655,4.0,2.0,0.3,30.0,0.0,178.0,24.0,0.6679,1.0,0,1,1,0,1,120.0,600.5,40.0,22.35,0.3894,0.5903,0.3965,0.1527,0.2689
C-10411,2025-04-28,15.0,149.0,1788.0,9.0,19.0,-0.5263,4.0,3.0,0.3333,0.0,0.0,-0.2061,11.0,8.0,0.95,24.0,1.0,51.0,12.0,0.145,1.0,1,0,1,0,0,120.0,589.37,40.0,22.35,0.4007,0.3964,0.677,0.1507,0.2932
C-10412,2024-11-23,18.0,49.0,588.0,14.0,17.0,-0.1765,8.0,7.0,0.1429,0.0,0.0,0.6833,11.0,9.0,1.0,10.0,1.0,108.0,19.0,0.6311,1.0,0,1,1,0,0,120.0,275.62,40.0,8.0,0.1478,0.5735,0.7503,0.1018,0.1824
C-10413,2025-08-24,9.0,799.0,9588.0,7.0,2.0,2.5,7.0,9.0,-0.2222,3.0,1.0,1.1877,9.0,6.0,0.75,17.0,1.0,56.0,10.0,0.7238,0.0,0,0,1,1,1,360.0,3901.33,115.0,80.0,0.2602,0.5274,0.5646,0.9527,0.613
C-10414,2024-02-19,3.0,249.0,2988.0,18.0,21.0,-0.1429,5.0,4.0,0.25,2.0,1.0,0.1667,11.0,10.0,1.0,1.0,1.0,38.0,23.0,0.3556,0.0,0,1,1,1,0,360.0,1377.04,90.0,37.35,0.1621,0.5668,0.7271,0.3534,0.4207
C-10415,2025-03-27,41.0,99.0,1188.0,9.0,13.0,-0.3077,3.0,4.0,-0.25,1.0,0.0,-0.0203,6.0,3.0,0.45,31.0,0.0,72.0,22.0,0.3314,0.0,0,0,1,0,0,120.0,460.64,65.0,14.85,0.295,0.5921,0.3775,0.1286,0.4452
C-10416,2026-03-31,58.0,149.0,1788.0,0.0,2.0,-1.0,0.0,4.0,-1.0,1.0,1.0,-0.1966,9.0,8.0,0.85,41.0,1.0,15.0,25.0,0.6066,1.0,1,1,0,0,0,120.0,170.76,65.0,22.35,0.8264,0.5737,0.5597,0.0889,0.6748
C-10417,2024-02-21,9.0,399.0,4788.0,23.0,12.0,0.9167,0.0,2.0,-1.0,1.0,0.0,0.43,1.0,0.0,0.05,35.0,0.0,33.0,13.0,0.3628,0.0,0,1,0,0,0,360.0,1579.75,65.0,59.85,0.4001,0.3941,0.2279,0.422,0.5125
C-10418,2025-02-01,19.0,399.0,4788.0,17.0,12.0,0.4167,4.0,2.0,1.0,3.0,1.0,0.6998,3.0,2.0,0.25,13.0,1.0,109.0,23.0,0.05,0.0,1,1,1,0,0,360.0,1885.67,115.0,59.85,0.2839,0.6102,0.387,0.5306,0.6201
C-10419,2025-08-05,31.0,149.0,1788.0,8.0,3.0,1.6667,0.0,3.0,-1.0,2.0,1.0,0.3694,2.0,0.0,0.1,21.0,1.0,125.0,29.0,0.3802,1.0,0,1,0,0,1,120.0,637.18,90.0,22.35,0.3521,0.5285,0.3635,0.1596,0.6295
C-10420,2024-03-15,55.0,99.0,1188.0,33.0,27.0,0.2222,6.0,6.0,0.0,3.0,2.0,0.342,11.0,10.0,1.0,43.0,1.0,52.0,29.0,0.4941,0.0,1,1,0,0,1,120.0,397.44,115.0,14.85,0.3917,0.7416,0.5349,0.1188,0.8569
C-10421,2024-01-05,42.0,249.0,2988.0,10.0,7.0,0.4286,9.0,6.0,0.5,2.0,1.0,-0.041,7.0,5.0,0.6,19.0,0.0,102.0,23.0,0.548,1.0,0,1,1,0,1,360.0,1403.19,90.0,37.35,0.1462,0.7985,0.5695,0.362,0.505
C-10422,2024-05-25,46.0,249.0,2988.0,8.0,9.0,-0.1111,0.0,1.0,-1.0,0.0,0.0,-1.2744,11.0,11.0,1.0,37.0,0.0,138.0,12.0,0.2239,0.0,0,1,0,1,1,360.0,1349.68,40.0,37.35,0.1787,0.5964,0.5646,0.3445,0.428
C-10423,2024-07-13,35.0,249.0,2988.0,11.0,12.0,-0.0833,10.0,10.0,0.0,0.0,0.0,0.7182,4.0,2.0,0.3,25.0,0.0,161.0,21.0,0.346,1.0,0,1,1,1,0,360.0,1296.94,40.0,37.35,0.2108,0.7729,0.4207,0.3277,0.2405
C-10424,2026-02-13,26.0,49.0,588.0,20.0,23.0,-0.1304,4.0,8.0,-0.5,0.0,0.0,-1.0277,4.0,4.0,0.4,22.0,0.0,104.0,21.0,0.5954,0.0,0,0,0,0,0,120.0,255.5,40.0,8.0,0.21,0.5412,0.4013,0.0992,0.2809
C-10425,2024-05-17,13.0,149.0,1788.0,37.0,21.0,0.7619,5.0,1.0,4.0,2.0,1.0,0.4955,8.0,7.0,0.75,26.0,1.0,47.0,38.0,0.388,0.0,0,1,1,0,0,120.0,657.1,90.0,22.35,0.3318,0.6069,0.52,0.1635,0.6059
C-10426,2025-07-18,52.0,249.0,2988.0,24.0,21.0,0.1429,9.0,10.0,-0.1,1.0,0.0,0.6046,6.0,6.0,0.6,10.0,0.0,129.0,15.0,0.0943,0.0,1,1,1,0,1,360.0,1536.96,65.0,37.35,0.0648,0.7986,0.5399,0.4071,0.2405
C-10427,2024-10-26,48.0,799.0,9588.0,4.0,7.0,-0.4286,1.0,1.0,0.0,3.0,1.0,-0.9123,4.0,3.0,0.35,19.0,0.0,34.0,13.0,0.6475,1.0,1,1,0,1,1,360.0,3703.84,115.0,80.0,0.2976,0.618,0.47,0.9382,0.6942
C-10428,2025-04-17,3.0,249.0,2988.0,26.0,23.0,0.1304,10.0,7.0,0.4286,1.0,1.0,-0.4862,3.0,2.0,0.25,13.0,0.0,29.0,30.0,0.3572,1.0,0,1,0,1,0,360.0,1055.42,65.0,37.35,0.3578,0.6859,0.4601,0.2566,0.3521
C-10429,2026-03-12,43.0,149.0,1788.0,17.0,23.0,-0.2609,7.0,6.0,0.1667,0.0,0.0,1.6972,6.0,5.0,0.55,34.0,0.0,67.0,25.0,0.6182,0.0,1,1,1,0,0,120.0,707.25,40.0,22.35,0.2808,0.6963,0.4013,0.1735,0.3252
C-10430,2026-01-26,6.0,249.0,2988.0,22.0,13.0,0.6923,3.0,6.0,-0.5,1.0,1.0,-0.0636,0.0,0.0,0.0,27.0,0.0,62.0,17.0,0.1209,1.0,0,1,0,0,0,360.0,954.06,65.0,37.35,0.4195,0.4651,0.3015,0.23,0.5399
C-10431,2024-03-11,44.0,99.0,1188.0,11.0,15.0,-0.2667,9.0,11.0,-0.1818,1.0,1.0,-0.9762,2.0,2.0,0.2,17.0,0.0,30.0,1.0,0.3758,1.0,1,1,1,0,1,120.0,483.39,65.0,14.85,0.2602,0.5744,0.4207,0.1323,0.3917
C-10432,2024-03-19,49.0,49.0,588.0,5.0,2.0,1.5,12.0,11.0,0.0909,4.0,1.0,0.6407,0.0,0.0,0.0,37.0,0.0,14.0,28.0,0.5019,0.0,0,1,0,0,1,120.0,159.27,140.0,8.0,0.5075,0.7902,0.2075,0.0876,0.7703
C-10433,2024-11-11,9.0,399.0,4788.0,27.0,21.0,0.2857,2.0,4.0,-0.5,0.0,0.0,-0.6181,1.0,0.0,0.05,20.0,0.0,170.0,29.0,0.3826,0.0,0,1,0,1,0,360.0,1965.82,40.0,59.85,0.2535,0.5703,0.285,0.5589,0.2891
C-10434,2025-12-14,27.0,799.0,9588.0,28.0,26.0,0.0769,1.0,7.0,-0.8571,2.0,0.0,-1.5,2.0,1.0,0.15,42.0,0.0,123.0,37.0,0.1634,0.0,1,0,0,1,1,360.0,3220.14,90.0,80.0,0.3894,0.676,0.2315,0.8838,0.6479
C-10435,2025-10-31,9.0,799.0,9588.0,14.0,13.0,0.0769,10.0,11.0,-0.0909,1.0,1.0,0.4158,0.0,0.0,0.0,27.0,0.0,130.0,20.0,0.05,1.0,0,1,1,1,0,360.0,3119.0,65.0,80.0,0.4085,0.6401,0.3015,0.8681,0.4526
C-10436,2025-06-29,34.0,249.0,2988.0,15.0,15.0,0.0,5.0,9.0,-0.4444,0.0,0.0,-0.7333,0.0,0.0,0.0,39.0,0.0,16.0,21.0,0.7047,1.0,0,1,0,0,0,360.0,823.75,40.0,37.35,0.4988,0.6594,0.2535,0.1987,0.3823
C-10437,2026-01-31,55.0,49.0,588.0,14.0,14.0,0.0,14.0,10.0,0.4,1.0,0.0,0.257,9.0,7.0,0.8,44.0,0.0,144.0,9.0,0.4496,0.0,1,0,1,1,1,120.0,257.61,65.0,8.0,0.2034,0.7664,0.4502,0.0994,0.4061
C-10438,2024-06-09,6.0,799.0,9588.0,0.0,3.0,-1.0,5.0,5.0,0.0,3.0,0.0,-0.6502,2.0,0.0,0.1,14.0,0.0,68.0,18.0,0.6334,1.0,1,0,1,0,0,360.0,2053.26,115.0,80.0,0.6106,0.4887,0.3965,0.5895,0.4925
C-10439,2025-10-11,25.0,149.0,1788.0,14.0,17.0,-0.1765,1.0,4.0,-0.75,1.0,1.0,0.5658,6.0,3.0,0.45,11.0,0.0,135.0,1.0,0.5857,1.0,0,1,0,0,1,120.0,791.56,65.0,22.35,0.1951,0.3346,0.5498,0.1914,0.4452
C-10440,2026-05-04,58.0,99.0,1188.0,29.0,20.0,0.45,4.0,6.0,-0.3333,2.0,1.0,0.1468,1.0,0.0,0.05,37.0,0.0,90.0,20.0,0.5194,1.0,0,1,0,1,1,120.0,436.59,90.0,14.85,0.3318,0.6713,0.2769,0.1248,0.6921
C-10441,2026-05-01,19.0,799.0,9588.0,25.0,26.0,-0.0385,4.0,9.0,-0.5556,0.0,0.0,-1.5,11.0,10.0,1.0,10.0,0.0,47.0,28.0,0.3357,0.0,0,1,1,1,0,360.0,4860.53,40.0,80.0,0.0783,0.6684,0.69,0.9875,0.2142
C-10442,2025-09-19,9.0,399.0,4788.0,21.0,26.0,-0.1923,8.0,11.0,-0.2727,2.0,1.0,0.3056,2.0,2.0,0.2,33.0,1.0,50.0,31.0,0.498,1.0,0,0,0,0,1,360.0,984.24,90.0,59.85,0.6262,0.654,0.3452,0.2377,0.6201
C-10443,2025-09-05,30.0,399.0,4788.0,11.0,14.0,-0.2143,10.0,8.0,0.25,0.0,0.0,-0.2318,8.0,8.0,0.8,7.0,0.0,29.0,26.0,0.6865,0.0,0,1,1,0,0,360.0,2233.22,40.0,59.85,0.152,0.7865,0.6318,0.65,0.1558
C-10444,2024-07-16,31.0,99.0,1188.0,33.0,26.0,0.2692,13.0,8.0,0.625,0.0,0.0,1.1334,7.0,4.0,0.55,39.0,1.0,150.0,32.0,0.4166,1.0,0,1,0,0,0,120.0,415.1,40.0,14.85,0.3647,0.7752,0.4502,0.1215,0.2932
C-10445,2025-10-18,40.0,799.0,9588.0,19.0,15.0,0.2667,7.0,6.0,0.1667,2.0,2.0,0.3162,9.0,8.0,0.85,31.0,0.0,80.0,26.0,0.7803,1.0,0,1,1,1,0,360.0,3926.56,90.0,80.0,0.2554,0.7707,0.6083,0.9543,0.7271
C-10446,2024-08-06,20.0,149.0,1788.0,21.0,18.0,0.1667,3.0,4.0,-0.25,1.0,0.0,0.6049,7.0,6.0,0.65,23.0,0.0,141.0,31.0,0.1001,0.0,1,0,0,0,1,120.0,824.97,65.0,22.35,0.1611,0.5719,0.495,0.1989,0.387
C-10447,2025-01-07,57.0,249.0,2988.0,15.0,17.0,-0.1176,3.0,5.0,-0.4,1.0,0.0,-0.5684,6.0,5.0,0.55,20.0,1.0,150.0,18.0,0.0786,0.0,0,1,1,1,1,360.0,1364.63,65.0,37.35,0.1696,0.7379,0.47,0.3493,0.3659
C-10448,2024-04-13,32.0,399.0,4788.0,30.0,27.0,0.1111,3.0,6.0,-0.5,1.0,0.0,-0.6321,9.0,8.0,0.85,28.0,0.0,34.0,24.0,0.5976,0.0,0,1,1,0,0,360.0,2255.02,65.0,59.85,0.1437,0.6744,0.5498,0.657,0.4231
C-10449,2024-09-23,18.0,249.0,2988.0,16.0,20.0,-0.2,14.0,9.0,0.5556,0.0,0.0,-0.0205,9.0,6.0,0.75,17.0,1.0,62.0,25.0,0.2363,0.0,0,1,0,0,1,360.0,1254.15,40.0,37.35,0.2369,0.7878,0.5646,0.3144,0.1694
C-10450,2024-03-07,57.0,99.0,1188.0,2.0,4.0,-0.5,6.0,7.0,-0.1429,2.0,0.0,-0.2885,4.0,1.0,0.25,17.0,1.0,26.0,23.0,0.8087,1.0,1,0,1,0,0,120.0,361.69,90.0,14.85,0.4465,0.7082,0.4403,0.1136,0.4037
C-10451,2025-02-11,55.0,99.0,1188.0,8.0,2.0,3.0,14.0,9.0,0.5556,3.0,2.0,1.0704,11.0,9.0,1.0,9.0,0.0,6.0,23.0,0.6675,0.0,0,1,1,0,1,120.0,566.14,115.0,14.85,0.1335,0.838,0.6942,0.1465,0.5915
C-10452,2024-03-04,30.0,149.0,1788.0,17.0,12.0,0.4167,4.0,1.0,3.0,1.0,1.0,-0.1227,11.0,10.0,1.0,7.0,2.0,177.0,31.0,0.7175,1.0,0,1,1,1,0,120.0,816.13,65.0,22.35,0.1701,0.6376,0.7613,0.1969,0.3799
C-10453,2025-11-08,3.0,799.0,9588.0,8.0,14.0,-0.4286,4.0,9.0,-0.5556,0.0,0.0,-0.9799,8.0,6.0,0.7,40.0,1.0,120.0,10.0,0.5769,1.0,0,1,0,1,0,360.0,1933.72,40.0,80.0,0.6333,0.3925,0.505,0.5476,0.4013
C-10454,2025-08-01,36.0,399.0,4788.0,14.0,19.0,-0.2632,4.0,6.0,-0.3333,0.0,0.0,-0.6621,11.0,10.0,1.0,33.0,0.0,84.0,13.0,0.2157,0.0,0,1,0,1,1,360.0,2061.09,40.0,59.85,0.2173,0.6275,0.5842,0.5922,0.3521
C-10455,2025-07-27,34.0,149.0,1788.0,15.0,14.0,0.0714,9.0,11.0,-0.1818,0.0,0.0,0.772,1.0,0.0,0.05,19.0,0.0,40.0,21.0,0.0681,0.0,0,1,0,0,0,120.0,804.0,40.0,22.35,0.1824,0.6767,0.2891,0.1942,0.2176
C-10456,2025-09-12,10.0,399.0,4788.0,24.0,14.0,0.7143,5.0,6.0,-0.1667,3.0,1.0,-0.1338,6.0,6.0,0.6,37.0,0.0,108.0,26.0,0.6991,1.0,0,1,1,0,1,360.0,1623.67,115.0,59.85,0.3834,0.5959,0.48,0.4374,0.7613
C-10457,2025-11-11,38.0,399.0,4788.0,14.0,25.0,-0.44,5.0,6.0,-0.1667,2.0,0.0,-0.1766,7.0,5.0,0.6,27.0,1.0,99.0,21.0,0.1001,1.0,0,1,1,1,0,360.0,1609.94,90.0,59.85,0.3886,0.689,0.53,0.4325,0.49
C-10458,2025-08-18,50.0,149.0,1788.0,12.0,10.0,0.2,9.0,2.0,3.5,2.0,1.0,0.8482,11.0,11.0,1.0,26.0,1.0,44.0,8.0,0.717,0.0,0,1,0,1,1,120.0,801.05,90.0,22.35,0.1854,0.6609,0.6177,0.1936,0.5572
C-10459,2025-07-07,8.0,149.0,1788.0,6.0,14.0,-0.5714,6.0,9.0,-0.3333,2.0,0.0,-0.7318,1.0,0.0,0.05,5.0,1.0,7.0,33.0,0.5339,0.0,0,1,1,0,1,120.0,421.24,90.0,22.35,0.5716,0.536,0.3498,0.1224,0.3208
C-10460,2024-06-10,43.0,799.0,9588.0,12.0,16.0,-0.25,8.0,8.0,0.0,1.0,1.0,-1.5,9.0,7.0,0.8,24.0,0.0,87.0,22.0,0.3847,1.0,0,1,1,1,0,360.0,4130.65,65.0,80.0,0.2167,0.7776,0.6225,0.9654,0.4551
C-10461,2025-10-08,10.0,249.0,2988.0,11.0,13.0,-0.1538,11.0,10.0,0.1,4.0,2.0,-0.6823,0.0,0.0,0.0,4.0,0.0,94.0,17.0,0.4884,1.0,0,0,1,1,1,360.0,1131.47,140.0,37.35,0.3115,0.6535,0.4061,0.2779,0.6835
C-10462,2025-03-05,45.0,49.0,588.0,24.0,27.0,-0.1111,1.0,2.0,-0.5,2.0,0.0,0.1937,4.0,2.0,0.3,30.0,0.0,144.0,35.0,0.4931,1.0,0,1,0,0,0,120.0,248.25,90.0,8.0,0.2324,0.6712,0.3965,0.0983,0.5622
C-10463,2024-05-17,26.0,399.0,4788.0,23.0,26.0,-0.1154,3.0,3.0,0.0,2.0,1.0,-0.1996,8.0,8.0,0.8,3.0,0.0,73.0,18.0,0.3595,0.0,0,1,0,1,1,360.0,2374.78,90.0,59.85,0.0982,0.6109,0.6502,0.6945,0.4601
C-10464,2025-02-28,2.0,249.0,2988.0,14.0,14.0,0.0,7.0,10.0,-0.3,2.0,1.0,-1.2483,3.0,2.0,0.25,23.0,0.0,21.0,7.0,0.6851,1.0,0,1,1,0,1,360.0,870.94,90.0,37.35,0.47,0.444,0.411,0.2096,0.5597
C-10465,2024-10-12,58.0,249.0,2988.0,10.0,13.0,-0.2308,1.0,1.0,0.0,0.0,0.0,0.8128,10.0,10.0,1.0,16.0,0.0,159.0,39.0,0.6783,0.0,1,0,1,0,0,360.0,1510.99,40.0,37.35,0.0806,0.8277,0.6637,0.3982,0.2749
C-10466,2024-06-24,11.0,399.0,4788.0,7.0,16.0,-0.5625,7.0,6.0,0.1667,0.0,0.0,0.1308,11.0,9.0,1.0,5.0,0.0,77.0,15.0,0.4311,0.0,0,1,0,0,1,360.0,2201.07,40.0,59.85,0.1642,0.5861,0.7109,0.6394,0.168
C-10467,2025-05-09,36.0,799.0,9588.0,10.0,5.0,1.0,5.0,5.0,0.0,1.0,0.0,0.3112,1.0,0.0,0.05,21.0,0.0,131.0,35.0,0.28,0.0,0,1,1,1,0,360.0,4263.3,65.0,80.0,0.1915,0.7815,0.2809,0.9712,0.3498
C-10468,2026-02-28,12.0,99.0,1188.0,17.0,12.0,0.4167,12.0,11.0,0.0909,0.0,0.0,0.3357,3.0,2.0,0.25,9.0,0.0,12.0,21.0,0.6612,1.0,0,1,0,0,0,120.0,507.89,40.0,14.85,0.2227,0.6268,0.48,0.1364,0.1506
C-10469,2024-01-15,56.0,149.0,1788.0,11.0,6.0,0.8333,13.0,10.0,0.3,0.0,0.0,-1.0388,0.0,0.0,0.0,11.0,0.0,11.0,10.0,0.05,1.0,0,0,1,0,0,120.0,817.52,40.0,22.35,0.1687,0.7642,0.3729,0.1973,0.1519
C-10470,2024-04-28,44.0,99.0,1188.0,0.0,4.0,-1.0,12.0,10.0,0.2,0.0,0.0,0.2423,8.0,6.0,0.7,40.0,0.0,9.0,15.0,0.4888,1.0,0,0,1,0,0,120.0,168.13,40.0,14.85,0.7427,0.6723,0.505,0.0886,0.31
C-10471,2026-03-15,48.0,249.0,2988.0,5.0,3.0,0.6667,4.0,4.0,0.0,2.0,1.0,0.726,10.0,8.0,0.9,15.0,0.0,143.0,36.0,0.5479,0.0,1,1,1,0,0,360.0,1494.33,90.0,37.35,0.0907,0.8197,0.6318,0.3925,0.5374
C-10472,2025-09-01,27.0,149.0,1788.0,20.0,16.0,0.25,4.0,7.0,-0.4286,0.0,0.0,0.9122,7.0,7.0,0.7,18.0,1.0,47.0,37.0,0.2343,0.0,0,1,1,0,1,120.0,814.74,40.0,22.35,0.1715,0.6647,0.5399,0.1966,0.2573
C-10473,2024-07-30,29.0,149.0,1788.0,0.0,1.0,-1.0,6.0,8.0,-0.25,0.0,0.0,0.577,1.0,0.0,0.05,0.0,0.0,143.0,6.0,0.5948,1.0,1,0,0,0,0,120.0,607.49,40.0,22.35,0.3823,0.4623,0.4452,0.154,0.1545
C-10474,2024-11-21,38.0,399.0,4788.0,18.0,18.0,0.0,10.0,11.0,-0.0909,0.0,0.0,0.4105,2.0,0.0,0.1,13.0,0.0,170.0,39.0,0.3947,0.0,0,1,0,0,0,360.0,2283.25,40.0,59.85,0.133,0.8657,0.3318,0.666,0.1809
C-10475,2024-03-19,47.0,149.0,1788.0,11.0,12.0,-0.0833,1.0,1.0,0.0,1.0,0.0,-1.3899,0.0,0.0,0.0,15.0,0.0,121.0,34.0,0.2909,0.0,0,1,0,0,1,120.0,828.91,65.0,22.35,0.1571,0.6817,0.2891,0.1998,0.3543
C-10476,2026-01-14,51.0,149.0,1788.0,21.0,10.0,1.1,9.0,11.0,-0.1818,2.0,0.0,-0.0119,5.0,3.0,0.4,32.0,0.0,177.0,26.0,0.5926,0.0,0,1,1,0,1,120.0,801.79,90.0,22.35,0.1847,0.7734,0.3543,0.1937,0.4775
C-10477,2025-08-08,3.0,149.0,1788.0,33.0,21.0,0.5714,1.0,4.0,-0.75,1.0,0.0,-0.7653,8.0,8.0,0.8,5.0,0.0,167.0,8.0,0.1829,0.0,0,0,1,0,0,120.0,896.99,65.0,22.35,0.0879,0.2965,0.6411,0.2159,0.2891
C-10478,2024-07-23,40.0,99.0,1188.0,5.0,15.0,-0.6667,0.0,2.0,-1.0,0.0,0.0,1.0257,1.0,0.0,0.05,41.0,0.0,131.0,23.0,0.5738,0.0,0,1,1,0,1,120.0,231.53,40.0,14.85,0.6457,0.4918,0.2075,0.0962,0.4576
C-10479,2024-06-19,8.0,49.0,588.0,35.0,20.0,0.75,2.0,7.0,-0.7143,2.0,1.0,0.9043,10.0,10.0,1.0,5.0,0.0,145.0,17.0,0.05,1.0,0,1,1,1,0,120.0,292.42,90.0,8.0,0.0958,0.397,0.7685,0.104,0.4875
C-10480,2025-09-01,18.0,399.0,4788.0,15.0,20.0,-0.25,8.0,9.0,-0.1111,2.0,2.0,-0.7604,3.0,2.0,0.25,29.0,0.0,110.0,5.0,0.4571,1.0,1,1,0,0,1,360.0,1211.59,90.0,59.85,0.5399,0.52,0.3823,0.3014,0.7047
C-10481,2025-05-10,50.0,49.0,588.0,7.0,1.0,6.0,0.0,2.0,-1.0,1.0,0.0,-0.0368,6.0,3.0,0.45,0.0,0.0,43.0,39.0,0.4088,0.0,0,0,0,0,1,120.0,307.39,65.0,8.0,0.0495,0.7202,0.53,0.106,0.2689
C-10482,2025-10-22,16.0,99.0,1188.0,12.0,6.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.1988,8.0,5.0,0.65,36.0,0.0,22.0,24.0,0.2921,0.0,1,0,0,0,1,120.0,399.77,40.0,14.85,0.3882,0.4124,0.4305,0.1192,0.4207
C-10483,2024-08-07,48.0,399.0,4788.0,10.0,16.0,-0.375,9.0,10.0,-0.1,0.0,0.0,0.7206,6.0,3.0,0.45,31.0,0.0,71.0,4.0,0.4779,1.0,0,1,0,1,0,360.0,1847.63,40.0,59.85,0.2984,0.7007,0.4502,0.517,0.285
C-10484,2026-05-27,28.0,49.0,588.0,30.0,27.0,0.1111,7.0,11.0,-0.3636,2.0,1.0,-1.3405,5.0,4.0,0.45,37.0,0.0,88.0,14.0,0.3841,0.0,0,0,1,0,1,120.0,209.54,90.0,8.0,0.3521,0.5409,0.3498,0.0935,0.6593
C-10485,2024-05-26,15.0,249.0,2988.0,4.0,5.0,-0.2,2.0,2.0,0.0,0.0,0.0,-1.5,4.0,2.0,0.3,41.0,0.0,66.0,33.0,0.6109,1.0,0,1,0,0,1,360.0,858.65,40.0,37.35,0.4775,0.6014,0.3452,0.2067,0.4329
C-10486,2024-06-06,21.0,399.0,4788.0,6.0,3.0,1.0,11.0,10.0,0.1,2.0,1.0,0.0305,5.0,3.0,0.4,37.0,0.0,22.0,18.0,0.512,0.0,1,1,0,0,1,360.0,1257.49,90.0,59.85,0.5225,0.6854,0.3318,0.3154,0.613
