external_id,created_at,trip_length,party_size,booking_lead_days,past_hotels,past_cars,past_activities,search_hotel,search_activity,loyalty_tier,fare_class,email_clicks,bought_ancillary,true_p0_ancillary,true_p_hotel,true_p_activity,true_p_car,true_p_insurance,true_p_bundle,offer_value
T-40763,2026-04-17,12.0,1.0,9.0,2.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,1,0.95,0.8022,0.8176,0.3894,0.1493,0.8091,120.0
T-40764,2025-07-26,8.0,3.0,27.0,2.0,2.0,5.0,4.0,6.0,3.0,2.0,4.0,1,0.95,0.779,0.8909,0.4626,0.1947,0.8294,120.0
T-40765,2026-03-01,10.0,4.0,83.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0,0.8683,0.6318,0.4256,0.3775,0.1905,0.539,120.0
T-40766,2025-10-12,7.0,1.0,47.0,4.0,0.0,3.0,6.0,2.0,3.0,0.0,3.0,0,0.95,0.9038,0.6225,0.19,0.1562,0.7772,120.0
T-40767,2025-07-01,6.0,1.0,54.0,4.0,2.0,4.0,5.0,1.0,3.0,2.0,5.0,1,0.95,0.8787,0.6682,0.3894,0.2244,0.784,120.0
T-40768,2026-05-07,13.0,2.0,20.0,1.0,3.0,4.0,1.0,6.0,0.0,1.0,0.0,1,0.95,0.6835,0.8455,0.5498,0.1589,0.7564,120.0
T-40769,2025-12-30,3.0,2.0,18.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,0,0.903,0.6248,0.4256,0.5498,0.1854,0.5351,120.0
T-40770,2026-03-08,12.0,1.0,8.0,4.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,1,0.95,0.8264,0.7109,0.3894,0.1249,0.7744,120.0
T-40771,2026-05-10,13.0,3.0,62.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,1,0.95,0.9552,0.3775,0.2405,0.1699,0.6953,120.0
T-40772,2025-03-20,4.0,4.0,57.0,6.0,3.0,4.0,4.0,6.0,1.0,2.0,5.0,1,0.95,0.9121,0.8455,0.6225,0.2279,0.8822,120.0
T-40773,2025-07-21,11.0,2.0,55.0,7.0,2.0,1.0,7.0,5.0,1.0,2.0,5.0,1,0.95,0.9779,0.5744,0.4256,0.2256,0.7963,120.0
T-40774,2025-06-14,7.0,1.0,18.0,4.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,1,0.95,0.9038,0.7858,0.19,0.1324,0.8507,120.0
T-40775,2025-11-10,10.0,4.0,68.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,5.0,1,0.95,0.7738,0.6682,0.3775,0.2064,0.7263,120.0
T-40776,2025-03-10,5.0,3.0,8.0,3.0,3.0,0.0,7.0,0.0,2.0,0.0,2.0,1,0.95,0.871,0.2497,0.5866,0.1249,0.5914,120.0
T-40777,2025-11-22,10.0,2.0,70.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0,0.9061,0.5866,0.7109,0.2142,0.1775,0.6426,120.0
T-40778,2025-12-02,4.0,4.0,10.0,6.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,1,0.95,0.8348,0.5744,0.7311,0.1264,0.7176,120.0
T-40779,2025-03-16,8.0,3.0,25.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,1,0.95,0.7089,0.7109,0.4626,0.1926,0.7098,120.0
T-40780,2025-07-23,13.0,3.0,89.0,4.0,0.0,5.0,4.0,5.0,0.0,1.0,0.0,1,0.95,0.9137,0.8699,0.2405,0.2303,0.894,120.0
T-40781,2025-12-28,5.0,1.0,7.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1,0.9217,0.5744,0.6225,0.5125,0.1476,0.5961,120.0
T-40782,2025-10-05,2.0,4.0,72.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,3.0,1,0.8668,0.5175,0.6225,0.2689,0.1795,0.5647,120.0
T-40783,2026-03-04,3.0,4.0,78.0,4.0,4.0,1.0,4.0,7.0,0.0,2.0,1.0,1,0.95,0.8264,0.6682,0.7311,0.2535,0.7552,120.0
T-40784,2025-03-06,5.0,4.0,30.0,0.0,2.0,5.0,8.0,6.0,2.0,1.0,2.0,1,0.95,0.7389,0.8909,0.5,0.168,0.8073,120.0
T-40785,2025-07-14,11.0,4.0,20.0,3.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,1,0.95,0.8839,0.7109,0.5,0.1874,0.8061,120.0
T-40786,2025-08-11,7.0,3.0,4.0,1.0,1.0,0.0,6.0,6.0,2.0,0.0,5.0,1,0.9272,0.7667,0.525,0.343,0.122,0.6579,120.0
T-40787,2026-05-20,11.0,1.0,35.0,3.0,3.0,5.0,0.0,5.0,1.0,0.0,3.0,1,0.95,0.7558,0.8699,0.5125,0.146,0.8072,120.0
T-40788,2025-11-04,7.0,2.0,74.0,1.0,3.0,4.0,8.0,3.0,0.0,0.0,4.0,1,0.95,0.8249,0.7503,0.5498,0.1814,0.7913,120.0
T-40789,2026-03-30,2.0,2.0,83.0,3.0,4.0,4.0,4.0,7.0,0.0,1.0,2.0,1,0.95,0.7558,0.8699,0.6682,0.2233,0.8072,120.0
T-40790,2025-10-23,10.0,2.0,48.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1,0.95,0.922,0.475,0.31,0.2176,0.7209,120.0
T-40791,2026-05-21,3.0,2.0,38.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1,0.8502,0.495,0.6225,0.2142,0.1485,0.5524,120.0
T-40792,2025-10-09,3.0,2.0,19.0,6.0,3.0,0.0,7.0,4.0,1.0,1.0,1.0,1,0.95,0.9427,0.4256,0.5498,0.158,0.71,120.0
T-40793,2025-07-26,13.0,2.0,41.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,4.0,0,0.9295,0.7892,0.5744,0.2142,0.2097,0.6925,120.0
T-40794,2025-06-03,10.0,2.0,6.0,3.0,2.0,1.0,6.0,3.0,3.0,1.0,4.0,1,0.95,0.8938,0.475,0.4256,0.1468,0.7053,120.0
T-40795,2026-03-18,12.0,2.0,77.0,3.0,0.0,1.0,3.0,7.0,3.0,2.0,5.0,1,0.95,0.852,0.6682,0.2142,0.2522,0.7693,120.0
T-40796,2025-03-17,4.0,1.0,59.0,4.0,0.0,5.0,8.0,1.0,1.0,0.0,3.0,1,0.95,0.9137,0.7503,0.19,0.1671,0.8402,120.0
T-40797,2025-10-31,7.0,4.0,66.0,7.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,0,0.95,0.9161,0.8176,0.5,0.2042,0.8717,120.0
T-40798,2026-02-18,5.0,2.0,85.0,6.0,3.0,0.0,9.0,3.0,1.0,2.0,3.0,1,0.95,0.9651,0.3775,0.5498,0.2624,0.7007,120.0
T-40799,2026-03-05,2.0,1.0,65.0,7.0,1.0,5.0,7.0,6.0,2.0,2.0,4.0,1,0.95,0.9556,0.8909,0.2789,0.2375,0.9,120.0
T-40800,2026-02-10,8.0,3.0,30.0,0.0,4.0,2.0,4.0,7.0,2.0,0.0,5.0,1,0.95,0.6365,0.7503,0.7006,0.1419,0.6877,120.0
T-40801,2025-08-20,12.0,4.0,55.0,4.0,1.0,3.0,7.0,3.0,2.0,0.0,4.0,1,0.95,0.9437,0.6682,0.3775,0.1634,0.8197,120.0
T-40802,2025-12-01,12.0,4.0,89.0,7.0,1.0,4.0,0.0,3.0,2.0,2.0,2.0,1,0.95,0.9315,0.7503,0.3775,0.2676,0.8499,120.0
T-40803,2026-01-26,6.0,1.0,28.0,5.0,0.0,4.0,8.0,1.0,0.0,0.0,1.0,1,0.95,0.9463,0.6682,0.19,0.1402,0.8212,120.0
T-40804,2026-02-15,2.0,2.0,9.0,1.0,4.0,0.0,6.0,3.0,2.0,0.0,0.0,1,0.9355,0.6878,0.3775,0.6682,0.1256,0.5482,120.0
T-40805,2026-02-06,8.0,3.0,69.0,2.0,0.0,5.0,3.0,6.0,3.0,0.0,3.0,1,0.95,0.7465,0.8909,0.2405,0.1765,0.8115,120.0
T-40806,2025-10-27,3.0,3.0,57.0,6.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,1,0.95,0.8699,0.7858,0.5866,0.1947,0.8321,120.0
T-40807,2025-09-19,9.0,1.0,36.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1,0.95,0.8416,0.3318,0.6341,0.2042,0.6122,120.0
T-40808,2026-01-26,3.0,1.0,88.0,7.0,4.0,5.0,1.0,0.0,2.0,0.0,5.0,1,0.95,0.888,0.7109,0.6341,0.1957,0.8083,120.0
T-40809,2025-07-18,6.0,1.0,27.0,5.0,1.0,3.0,7.0,1.0,2.0,0.0,1.0,1,0.95,0.9364,0.5744,0.2789,0.1394,0.7735,120.0
T-40810,2025-06-14,10.0,1.0,8.0,6.0,4.0,1.0,5.0,0.0,0.0,2.0,2.0,1,0.95,0.9526,0.3318,0.6341,0.1756,0.6732,120.0
T-40811,2025-11-14,12.0,4.0,20.0,6.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1,0.95,0.9517,0.3775,0.6225,0.1589,0.6933,120.0
T-40812,2026-04-18,9.0,3.0,35.0,6.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,1,0.95,0.9393,0.3775,0.4626,0.146,0.6865,120.0
T-40813,2025-12-05,6.0,3.0,32.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,0.0,1,0.95,0.8581,0.6682,0.4626,0.1999,0.7727,120.0
T-40814,2025-07-12,10.0,3.0,54.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,1,0.9082,0.7756,0.3775,0.343,0.1625,0.5965,120.0
T-40815,2025-04-23,10.0,3.0,58.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,1,0.9422,0.7756,0.3775,0.5866,0.2291,0.5965,120.0
T-40816,2025-09-24,13.0,1.0,47.0,6.0,2.0,2.0,6.0,3.0,2.0,2.0,5.0,1,0.95,0.9683,0.5744,0.3894,0.2164,0.7911,120.0
T-40817,2026-02-10,12.0,1.0,59.0,5.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,1,0.95,0.9715,0.525,0.3894,0.2303,0.7706,120.0
T-40818,2025-08-26,12.0,2.0,10.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,4.0,1,0.95,0.9432,0.6682,0.6682,0.1502,0.8195,120.0
T-40819,2025-11-11,12.0,1.0,80.0,7.0,3.0,4.0,5.0,3.0,1.0,1.0,5.0,1,0.95,0.971,0.7503,0.5125,0.2198,0.8717,120.0
T-40820,2025-04-20,11.0,1.0,58.0,4.0,1.0,1.0,8.0,3.0,0.0,1.0,5.0,0,0.95,0.9488,0.475,0.2789,0.1957,0.7356,120.0
T-40821,2026-04-30,2.0,4.0,66.0,3.0,1.0,5.0,7.0,4.0,2.0,1.0,1.0,1,0.95,0.8416,0.8455,0.3775,0.2042,0.8434,120.0
T-40822,2025-11-23,12.0,2.0,54.0,3.0,3.0,5.0,4.0,2.0,2.0,0.0,3.0,1,0.95,0.8732,0.7858,0.5498,0.1625,0.8339,120.0
T-40823,2026-03-08,2.0,2.0,86.0,3.0,1.0,0.0,8.0,4.0,3.0,1.0,1.0,1,0.9461,0.8641,0.4256,0.31,0.2268,0.6668,120.0
T-40824,2026-03-09,7.0,4.0,41.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,2.0,1,0.95,0.822,0.7109,0.2689,0.151,0.772,120.0
T-40825,2025-07-29,2.0,1.0,83.0,6.0,2.0,5.0,8.0,0.0,3.0,1.0,0.0,1,0.95,0.9478,0.7109,0.3894,0.2233,0.8412,120.0
T-40826,2026-04-02,6.0,3.0,68.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,0,0.9125,0.5987,0.6682,0.343,0.2064,0.63,120.0
T-40827,2026-04-18,2.0,2.0,56.0,7.0,3.0,1.0,9.0,1.0,1.0,2.0,2.0,1,0.95,0.9686,0.3775,0.5498,0.2268,0.7026,120.0
T-40828,2025-09-30,8.0,1.0,45.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,1,0.8273,0.5939,0.475,0.19,0.1545,0.5404,120.0
T-40829,2025-06-04,11.0,1.0,12.0,6.0,4.0,2.0,7.0,0.0,1.0,1.0,3.0,1,0.95,0.9689,0.4256,0.6341,0.1519,0.7244,120.0
T-40830,2025-07-23,3.0,1.0,44.0,2.0,3.0,1.0,0.0,7.0,0.0,2.0,0.0,1,0.9248,0.5349,0.6682,0.5125,0.213,0.5949,120.0
T-40831,2026-05-04,10.0,3.0,71.0,3.0,1.0,5.0,0.0,4.0,2.0,2.0,3.0,1,0.95,0.7408,0.8455,0.343,0.2448,0.7879,120.0
T-40832,2026-02-03,13.0,4.0,33.0,2.0,2.0,5.0,6.0,1.0,1.0,0.0,4.0,1,0.95,0.8829,0.7503,0.5,0.1443,0.8232,120.0
T-40833,2025-03-07,13.0,3.0,19.0,2.0,1.0,0.0,1.0,7.0,2.0,1.0,5.0,1,0.9312,0.754,0.5744,0.343,0.158,0.6732,120.0
T-40834,2026-03-01,7.0,3.0,41.0,0.0,1.0,2.0,9.0,6.0,1.0,1.0,4.0,1,0.95,0.799,0.7109,0.343,0.1785,0.7594,120.0
T-40835,2026-02-23,12.0,2.0,40.0,6.0,4.0,4.0,3.0,7.0,3.0,0.0,0.0,1,0.95,0.9427,0.8699,0.6682,0.1502,0.9,120.0
T-40836,2025-04-19,4.0,4.0,87.0,5.0,3.0,3.0,8.0,1.0,1.0,2.0,3.0,1,0.95,0.9376,0.5744,0.6225,0.265,0.7742,120.0
T-40837,2025-05-03,8.0,2.0,59.0,3.0,1.0,2.0,4.0,6.0,2.0,1.0,3.0,1,0.95,0.8334,0.7109,0.31,0.1968,0.7783,120.0
T-40838,2025-11-25,13.0,2.0,76.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,1,0.8819,0.6835,0.525,0.2142,0.1834,0.6122,120.0
T-40839,2026-03-05,3.0,1.0,3.0,4.0,1.0,2.0,6.0,6.0,0.0,2.0,4.0,1,0.95,0.8721,0.7109,0.2789,0.1708,0.7996,120.0
T-40840,2025-06-02,13.0,4.0,74.0,7.0,3.0,0.0,3.0,5.0,1.0,2.0,5.0,1,0.95,0.9619,0.475,0.6225,0.2485,0.7428,120.0
T-40841,2026-04-18,7.0,1.0,57.0,4.0,4.0,3.0,7.0,5.0,3.0,1.0,2.0,1,0.95,0.9183,0.7503,0.6341,0.1947,0.8427,120.0
T-40842,2025-05-13,9.0,3.0,73.0,7.0,1.0,3.0,6.0,5.0,2.0,1.0,4.0,1,0.95,0.9692,0.7503,0.343,0.2119,0.8707,120.0
T-40843,2025-06-18,11.0,3.0,15.0,0.0,3.0,4.0,0.0,4.0,2.0,0.0,2.0,1,0.95,0.52,0.7858,0.5866,0.1301,0.6396,120.0
T-40844,2025-07-19,3.0,2.0,11.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,4.0,1,0.888,0.495,0.3318,0.6682,0.151,0.4216,120.0
T-40845,2025-04-09,3.0,1.0,8.0,6.0,1.0,5.0,0.0,3.0,2.0,0.0,0.0,1,0.95,0.8235,0.8176,0.2789,0.1249,0.8208,120.0
T-40846,2026-01-29,4.0,3.0,85.0,7.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1,0.95,0.9248,0.7109,0.5866,0.2624,0.8286,120.0
T-40847,2025-03-04,10.0,3.0,59.0,5.0,2.0,3.0,7.0,3.0,2.0,1.0,4.0,1,0.95,0.953,0.6682,0.4626,0.1968,0.8248,120.0
T-40848,2026-04-10,5.0,4.0,6.0,3.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,1,0.9477,0.8494,0.525,0.2689,0.1468,0.7034,120.0
T-40849,2025-08-30,4.0,1.0,23.0,2.0,1.0,4.0,9.0,1.0,2.0,0.0,0.0,1,0.95,0.8629,0.6682,0.2789,0.1363,0.7753,120.0
T-40850,2025-05-30,2.0,3.0,76.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,1,0.9444,0.8641,0.3775,0.343,0.2153,0.6452,120.0
T-40851,2026-03-17,12.0,1.0,85.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,4.0,1,0.9108,0.6271,0.6682,0.2789,0.2256,0.6456,120.0
T-40852,2025-04-23,6.0,3.0,83.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0.9043,0.7465,0.4256,0.343,0.1905,0.6021,120.0
T-40853,2025-08-11,4.0,4.0,51.0,5.0,4.0,4.0,4.0,3.0,0.0,2.0,2.0,1,0.95,0.8797,0.7503,0.7311,0.221,0.8215,120.0
T-40854,2025-10-08,5.0,3.0,78.0,1.0,1.0,2.0,5.0,7.0,1.0,2.0,5.0,1,0.95,0.7006,0.7503,0.343,0.2535,0.7229,120.0
T-40855,2025-05-27,12.0,3.0,3.0,5.0,1.0,0.0,9.0,0.0,0.0,1.0,4.0,1,0.95,0.9715,0.2497,0.343,0.1443,0.6467,120.0
T-40856,2026-02-12,11.0,3.0,81.0,6.0,1.0,0.0,6.0,5.0,3.0,0.0,4.0,1,0.95,0.963,0.475,0.343,0.1885,0.7434,120.0
T-40857,2025-05-01,3.0,1.0,54.0,7.0,3.0,0.0,4.0,3.0,3.0,0.0,5.0,1,0.95,0.9315,0.3775,0.5125,0.1625,0.6822,120.0
T-40858,2025-07-13,5.0,2.0,28.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,1,0.9006,0.5793,0.475,0.5498,0.1957,0.5324,120.0
T-40859,2026-03-31,9.0,1.0,37.0,5.0,1.0,5.0,0.0,6.0,3.0,1.0,2.0,1,0.95,0.8416,0.8909,0.2789,0.1746,0.8638,120.0
T-40860,2025-04-20,7.0,4.0,81.0,6.0,4.0,0.0,7.0,0.0,2.0,0.0,1.0,1,0.95,0.9577,0.2497,0.7311,0.1885,0.6391,120.0
T-40861,2026-05-20,2.0,2.0,73.0,1.0,1.0,4.0,5.0,3.0,0.0,2.0,1.0,1,0.9393,0.6479,0.7503,0.31,0.2472,0.694,120.0
T-40862,2025-12-29,4.0,3.0,28.0,2.0,2.0,5.0,5.0,2.0,0.0,0.0,3.0,1,0.95,0.754,0.7858,0.4626,0.1402,0.7683,120.0
T-40863,2026-04-09,9.0,2.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,1,0.9216,0.7958,0.3318,0.4256,0.1427,0.587,120.0
T-40864,2025-05-03,3.0,1.0,36.0,0.0,4.0,0.0,4.0,7.0,2.0,1.0,4.0,1,0.9284,0.5399,0.5744,0.6341,0.1736,0.5555,120.0
T-40865,2025-09-24,10.0,2.0,88.0,6.0,2.0,3.0,2.0,7.0,0.0,0.0,5.0,1,0.95,0.9213,0.8176,0.4256,0.1957,0.8746,120.0
T-40866,2025-03-17,10.0,1.0,88.0,4.0,0.0,3.0,6.0,0.0,1.0,2.0,4.0,1,0.95,0.9227,0.525,0.19,0.2663,0.7437,120.0
T-40867,2025-04-03,11.0,3.0,57.0,6.0,1.0,3.0,6.0,1.0,1.0,0.0,5.0,1,0.95,0.963,0.5744,0.343,0.1652,0.7882,120.0
T-40868,2026-02-25,8.0,1.0,76.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0.9494,0.7089,0.525,0.6341,0.1834,0.6261,120.0
T-40869,2025-11-18,10.0,1.0,47.0,3.0,0.0,2.0,8.0,5.0,3.0,0.0,4.0,1,0.95,0.9234,0.6682,0.19,0.1562,0.8086,120.0
T-40870,2026-04-03,11.0,3.0,79.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1,0.95,0.7251,0.7503,0.343,0.2548,0.7364,120.0
T-40871,2026-01-23,13.0,2.0,12.0,6.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,1,0.95,0.9552,0.7503,0.6682,0.1795,0.863,120.0
T-40872,2025-12-23,10.0,4.0,29.0,7.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,1,0.95,0.9206,0.6225,0.2689,0.141,0.7864,120.0
T-40873,2026-05-05,4.0,1.0,12.0,7.0,3.0,2.0,4.0,1.0,0.0,2.0,4.0,1,0.95,0.9364,0.475,0.5125,0.1795,0.7288,120.0
T-40874,2025-11-19,5.0,4.0,46.0,7.0,4.0,3.0,0.0,5.0,0.0,0.0,5.0,1,0.95,0.8859,0.7503,0.7311,0.1553,0.8249,120.0
T-40875,2025-09-23,12.0,1.0,17.0,3.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,0,0.9473,0.8278,0.6225,0.19,0.1562,0.7354,120.0
T-40876,2025-10-10,13.0,2.0,34.0,4.0,4.0,4.0,3.0,6.0,0.0,0.0,4.0,1,0.95,0.8984,0.8455,0.6682,0.1451,0.8746,120.0
T-40877,2025-03-28,8.0,3.0,58.0,0.0,3.0,1.0,5.0,4.0,0.0,1.0,4.0,1,0.9366,0.677,0.525,0.5866,0.1957,0.6086,120.0
T-40878,2025-11-25,8.0,1.0,39.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,0.0,1,0.915,0.779,0.525,0.19,0.2075,0.6647,120.0
T-40879,2025-07-03,10.0,4.0,55.0,5.0,0.0,3.0,8.0,6.0,1.0,0.0,5.0,1,0.95,0.9605,0.7858,0.2689,0.1634,0.8819,120.0
T-40880,2026-01-28,9.0,4.0,25.0,4.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,1,0.95,0.8176,0.475,0.7311,0.1378,0.6634,120.0
T-40881,2026-03-23,6.0,2.0,71.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1,0.839,0.5939,0.4256,0.31,0.2097,0.5181,120.0
T-40882,2026-04-01,7.0,2.0,32.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,0.0,1,0.95,0.7925,0.6682,0.4256,0.1699,0.7366,120.0
T-40883,2026-01-26,6.0,2.0,45.0,4.0,0.0,1.0,7.0,7.0,1.0,1.0,2.0,1,0.95,0.9121,0.6682,0.2142,0.1824,0.8024,120.0
T-40884,2025-06-26,2.0,3.0,52.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,3.0,1,0.9314,0.5175,0.525,0.7006,0.1895,0.5209,120.0
T-40885,2025-03-04,11.0,3.0,60.0,7.0,4.0,4.0,4.0,5.0,3.0,1.0,0.0,1,0.95,0.9627,0.8176,0.7006,0.1978,0.8974,120.0
T-40886,2026-05-15,12.0,3.0,29.0,3.0,4.0,5.0,1.0,3.0,3.0,0.0,2.0,1,0.95,0.8006,0.8176,0.7006,0.141,0.8082,120.0
T-40887,2025-12-08,10.0,3.0,65.0,0.0,0.0,5.0,1.0,7.0,3.0,1.0,4.0,1,0.95,0.5449,0.9089,0.2405,0.2032,0.7087,120.0
T-40888,2025-07-11,11.0,2.0,81.0,1.0,0.0,3.0,7.0,4.0,2.0,2.0,5.0,1,0.95,0.8442,0.7109,0.2142,0.2573,0.7843,120.0
T-40889,2026-04-07,6.0,3.0,84.0,4.0,2.0,5.0,7.0,3.0,0.0,0.0,1.0,1,0.95,0.9121,0.8176,0.4626,0.1915,0.8696,120.0
T-40890,2026-04-17,11.0,1.0,29.0,4.0,4.0,4.0,0.0,6.0,0.0,2.0,4.0,1,0.95,0.8146,0.8455,0.6341,0.1968,0.8285,120.0
T-40891,2025-12-21,4.0,2.0,28.0,7.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1,0.95,0.9113,0.6682,0.6682,0.1661,0.8019,120.0
T-40892,2026-01-13,7.0,4.0,14.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1,0.95,0.8665,0.475,0.5,0.1814,0.6903,120.0
T-40893,2026-05-30,10.0,3.0,50.0,3.0,4.0,5.0,4.0,0.0,0.0,1.0,2.0,1,0.95,0.8545,0.7109,0.7006,0.1874,0.7899,120.0
T-40894,2026-02-05,4.0,3.0,11.0,6.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1,0.95,0.9255,0.3318,0.343,0.1271,0.6584,120.0
T-40895,2026-05-25,5.0,1.0,54.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,1,0.9115,0.6177,0.525,0.5125,0.2244,0.576,120.0
T-40896,2025-03-02,8.0,1.0,33.0,6.0,1.0,3.0,4.0,7.0,3.0,0.0,1.0,1,0.95,0.9346,0.8176,0.2789,0.1443,0.882,120.0
T-40897,2026-02-03,3.0,2.0,79.0,3.0,2.0,1.0,8.0,6.0,2.0,0.0,1.0,1,0.95,0.8732,0.6225,0.4256,0.1864,0.7604,120.0
T-40898,2026-05-19,4.0,4.0,37.0,4.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,1,0.9394,0.715,0.5744,0.5,0.1476,0.6518,120.0
T-40899,2026-01-22,13.0,2.0,65.0,7.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,1,0.95,0.9775,0.3775,0.2142,0.2032,0.7075,120.0
T-DXB-LHR,2026-05-22,6.0,2.0,21.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,1,0.62,0.62,0.54,0.31,0.18,0.48,120.0
