external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-30823,2026-05-02,1.0,6.0,110.3,16.0,37.0,5.0,4.0,1.0,1.0,7.0,8.0,1.0,0.5145,7.0,1.0,46.33,0,0.7484
S-30824,2025-10-25,2.0,9.0,66.96,1.0,29.0,7.0,2.0,1.0,0.0,17.0,1.0,1.0,0.6821,4.0,1.0,28.12,1,0.9567
S-30825,2025-11-05,2.0,3.0,67.28,59.0,31.0,1.0,1.0,0.0,3.0,18.0,3.0,2.0,0.8528,1.0,1.0,28.26,1,0.5511
S-30826,2025-05-25,1.0,3.0,95.86,49.0,25.0,5.0,0.0,9.0,1.0,17.0,9.0,3.0,0.2978,2.0,0.0,40.26,1,0.9025
S-30827,2026-03-26,4.0,10.0,98.45,5.0,1.0,4.0,4.0,7.0,0.0,15.0,8.0,5.0,0.7311,4.0,1.0,41.35,1,0.8693
S-30828,2025-05-16,0.0,3.0,127.97,46.0,23.0,0.0,2.0,3.0,1.0,8.0,5.0,1.0,0.3756,5.0,1.0,53.75,1,0.2262
S-30829,2026-05-29,5.0,6.0,40.63,27.0,1.0,7.0,3.0,6.0,3.0,4.0,0.0,4.0,0.7811,5.0,0.0,17.06,1,0.8781
S-30830,2026-03-03,1.0,4.0,88.22,5.0,37.0,6.0,2.0,7.0,1.0,3.0,9.0,3.0,0.6383,7.0,1.0,37.05,1,0.9286
S-30831,2025-06-17,4.0,11.0,61.59,29.0,39.0,3.0,2.0,4.0,0.0,16.0,5.0,1.0,0.4252,1.0,0.0,25.87,1,0.9355
S-30832,2025-03-17,0.0,2.0,59.55,36.0,23.0,0.0,3.0,8.0,0.0,8.0,4.0,0.0,0.4852,4.0,1.0,25.01,1,0.3543
S-30833,2025-12-17,1.0,7.0,75.92,10.0,31.0,1.0,2.0,6.0,2.0,12.0,14.0,0.0,0.8226,1.0,1.0,31.89,0,0.7721
S-30834,2026-05-05,0.0,0.0,71.81,46.0,35.0,7.0,4.0,4.0,2.0,12.0,4.0,2.0,0.6651,0.0,1.0,30.16,1,0.7558
S-30835,2026-02-20,5.0,5.0,87.94,37.0,14.0,2.0,4.0,2.0,1.0,13.0,7.0,0.0,0.6812,3.0,1.0,36.94,1,0.6649
S-30836,2025-07-26,0.0,6.0,41.82,32.0,31.0,2.0,0.0,0.0,2.0,17.0,9.0,1.0,0.4436,4.0,1.0,17.56,1,0.6502
S-30837,2026-05-09,2.0,7.0,111.91,36.0,6.0,3.0,1.0,4.0,2.0,14.0,9.0,3.0,0.8564,5.0,1.0,47.0,1,0.6411
S-30838,2025-07-01,4.0,5.0,58.06,1.0,33.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,0.8634,7.0,0.0,24.38,0,0.8168
S-30839,2025-09-06,0.0,0.0,69.95,6.0,34.0,6.0,3.0,9.0,1.0,10.0,1.0,0.0,0.0968,0.0,1.0,29.38,1,0.9248
S-30840,2025-08-10,2.0,7.0,24.39,7.0,8.0,7.0,0.0,1.0,2.0,7.0,3.0,5.0,0.3878,5.0,1.0,10.24,1,0.8749
S-30841,2025-03-30,2.0,4.0,81.65,20.0,16.0,3.0,2.0,8.0,1.0,18.0,10.0,3.0,0.7491,0.0,0.0,34.29,1,0.8676
S-30842,2026-02-11,2.0,3.0,125.6,42.0,21.0,5.0,4.0,0.0,3.0,4.0,14.0,3.0,0.6527,6.0,1.0,52.75,0,0.4626
S-30843,2025-03-01,0.0,4.0,136.45,14.0,39.0,1.0,0.0,9.0,0.0,1.0,5.0,3.0,0.4554,3.0,0.0,57.31,1,0.7738
S-30844,2025-06-27,3.0,3.0,60.61,23.0,27.0,6.0,3.0,5.0,1.0,9.0,2.0,1.0,0.3087,5.0,0.0,25.46,1,0.9101
S-30845,2025-08-17,2.0,8.0,65.59,24.0,15.0,5.0,2.0,1.0,2.0,13.0,13.0,4.0,0.1937,2.0,1.0,27.55,1,0.7613
S-30846,2025-03-30,5.0,11.0,91.43,3.0,22.0,5.0,2.0,6.0,3.0,16.0,9.0,4.0,0.4002,6.0,1.0,38.4,1,0.978
S-30847,2025-10-31,3.0,5.0,80.06,31.0,12.0,2.0,0.0,5.0,0.0,3.0,8.0,4.0,0.8061,7.0,0.0,33.63,0,0.6671
S-30848,2025-10-07,2.0,2.0,38.45,29.0,20.0,0.0,3.0,1.0,3.0,12.0,8.0,3.0,0.4068,3.0,1.0,16.15,0,0.3906
S-30849,2025-09-21,1.0,7.0,99.88,58.0,20.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,0.6366,6.0,0.0,41.95,1,0.201
S-30850,2025-03-27,4.0,7.0,107.49,43.0,8.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.6777,3.0,1.0,45.15,1,0.633
S-30851,2025-03-31,0.0,2.0,27.59,28.0,28.0,1.0,3.0,4.0,1.0,8.0,3.0,0.0,0.8067,7.0,1.0,11.59,1,0.4013
S-30852,2025-09-19,2.0,5.0,75.39,33.0,31.0,0.0,1.0,8.0,3.0,15.0,12.0,3.0,0.4514,6.0,1.0,31.66,1,0.7949
S-30853,2025-10-23,5.0,12.0,108.42,59.0,13.0,0.0,2.0,0.0,0.0,4.0,10.0,5.0,0.5531,2.0,0.0,45.54,0,0.309
S-30854,2025-02-07,5.0,11.0,107.95,20.0,1.0,2.0,2.0,4.0,3.0,17.0,6.0,0.0,0.1481,2.0,1.0,45.34,1,0.8191
S-30855,2026-01-07,3.0,4.0,105.08,48.0,18.0,5.0,2.0,2.0,1.0,6.0,8.0,2.0,0.3087,1.0,1.0,44.13,1,0.6748
S-30856,2026-01-25,1.0,4.0,51.26,13.0,27.0,6.0,0.0,9.0,2.0,2.0,8.0,3.0,0.4009,7.0,1.0,21.53,1,0.9299
S-30857,2025-06-23,2.0,3.0,86.38,52.0,18.0,5.0,0.0,1.0,3.0,5.0,9.0,2.0,0.6306,1.0,1.0,36.28,1,0.6318
S-30858,2025-12-19,3.0,10.0,42.58,23.0,27.0,2.0,4.0,5.0,3.0,18.0,5.0,5.0,0.592,0.0,1.0,17.89,1,0.8198
S-30859,2025-02-20,4.0,5.0,76.63,49.0,5.0,3.0,1.0,3.0,1.0,18.0,14.0,1.0,0.2945,2.0,0.0,32.18,1,0.7379
S-30860,2026-03-03,2.0,8.0,81.83,30.0,25.0,7.0,2.0,8.0,3.0,11.0,4.0,1.0,0.2302,2.0,1.0,34.37,1,0.9364
S-30861,2026-05-08,2.0,7.0,33.54,39.0,18.0,0.0,0.0,2.0,3.0,3.0,9.0,5.0,0.6827,4.0,0.0,14.09,0,0.3694
S-30862,2025-03-20,0.0,0.0,104.03,50.0,19.0,6.0,3.0,2.0,2.0,19.0,0.0,1.0,0.6869,0.0,1.0,43.69,1,0.6248
S-30863,2025-06-14,4.0,11.0,32.68,57.0,13.0,0.0,1.0,5.0,1.0,7.0,7.0,5.0,0.3099,0.0,0.0,13.73,1,0.4738
S-30864,2025-01-17,3.0,4.0,129.08,23.0,33.0,4.0,3.0,1.0,2.0,19.0,8.0,4.0,0.4222,0.0,1.0,54.22,1,0.8924
S-30865,2025-10-28,3.0,6.0,31.14,23.0,39.0,5.0,0.0,3.0,0.0,10.0,9.0,1.0,0.7258,7.0,1.0,13.08,1,0.9523
S-30866,2025-12-29,5.0,8.0,93.53,27.0,25.0,3.0,1.0,0.0,1.0,9.0,10.0,4.0,0.4388,2.0,1.0,39.28,1,0.8624
S-30867,2025-04-21,1.0,6.0,129.86,24.0,32.0,2.0,0.0,7.0,3.0,12.0,1.0,0.0,0.1828,1.0,0.0,54.54,1,0.852
S-30868,2025-09-09,5.0,8.0,128.28,59.0,27.0,6.0,2.0,0.0,2.0,7.0,10.0,5.0,0.1513,3.0,1.0,53.88,1,0.8341
S-30869,2025-08-12,4.0,10.0,111.62,51.0,7.0,2.0,4.0,7.0,2.0,18.0,5.0,0.0,0.4929,5.0,0.0,46.88,1,0.6468
S-30870,2025-12-29,5.0,6.0,28.41,28.0,27.0,6.0,4.0,8.0,0.0,4.0,10.0,4.0,0.4286,1.0,1.0,11.93,1,0.9388
S-30871,2025-11-21,2.0,9.0,23.81,2.0,1.0,5.0,4.0,0.0,0.0,18.0,5.0,2.0,0.5098,2.0,1.0,10.0,1,0.7089
S-30872,2025-01-06,1.0,8.0,134.97,7.0,30.0,5.0,3.0,9.0,2.0,2.0,3.0,4.0,0.7116,0.0,1.0,56.69,1,0.8716
S-30873,2025-07-13,3.0,4.0,123.4,24.0,5.0,0.0,1.0,4.0,1.0,4.0,4.0,0.0,0.6718,0.0,1.0,51.83,0,0.4378
S-30874,2025-09-22,4.0,8.0,99.25,35.0,16.0,6.0,4.0,3.0,2.0,3.0,9.0,1.0,0.5267,7.0,1.0,41.69,1,0.7512
S-30875,2026-03-27,3.0,9.0,55.82,50.0,37.0,3.0,4.0,8.0,0.0,16.0,12.0,4.0,0.5452,0.0,1.0,23.45,1,0.8532
S-30876,2025-01-16,1.0,8.0,86.46,4.0,22.0,5.0,1.0,4.0,1.0,8.0,9.0,4.0,0.8101,0.0,1.0,36.31,1,0.8665
S-30877,2025-12-23,3.0,3.0,87.07,21.0,8.0,5.0,0.0,3.0,0.0,19.0,11.0,0.0,0.7141,7.0,1.0,36.57,1,0.9125
S-30878,2025-12-09,5.0,9.0,129.94,1.0,19.0,4.0,4.0,0.0,3.0,13.0,10.0,5.0,0.6141,1.0,1.0,54.58,1,0.8914
S-30879,2025-07-31,4.0,8.0,129.02,0.0,22.0,3.0,2.0,3.0,1.0,17.0,7.0,4.0,0.5326,3.0,0.0,54.19,1,0.9346
S-30880,2025-02-08,2.0,5.0,87.12,21.0,3.0,6.0,1.0,1.0,2.0,18.0,13.0,1.0,0.2996,7.0,0.0,36.59,1,0.8256
S-30881,2025-05-03,0.0,6.0,24.33,28.0,38.0,7.0,4.0,9.0,2.0,11.0,11.0,0.0,0.424,1.0,1.0,10.22,1,0.9038
S-30882,2026-02-03,2.0,5.0,73.36,31.0,8.0,7.0,3.0,9.0,3.0,4.0,4.0,1.0,0.6395,4.0,0.0,30.81,1,0.8123
S-30883,2025-09-29,0.0,5.0,88.69,41.0,8.0,7.0,1.0,3.0,3.0,1.0,7.0,2.0,0.8546,7.0,1.0,37.25,1,0.5137
S-30884,2025-02-22,5.0,7.0,111.94,41.0,15.0,4.0,0.0,5.0,2.0,5.0,8.0,1.0,0.4312,5.0,1.0,47.01,1,0.8749
S-30885,2026-04-12,0.0,1.0,59.51,33.0,23.0,5.0,0.0,5.0,2.0,16.0,1.0,3.0,0.4763,2.0,0.0,24.99,1,0.8396
S-30886,2025-03-02,5.0,11.0,126.32,4.0,18.0,0.0,1.0,6.0,2.0,5.0,7.0,2.0,0.8238,2.0,1.0,53.05,1,0.8545
S-30887,2026-02-17,2.0,6.0,81.47,56.0,6.0,2.0,2.0,8.0,3.0,13.0,7.0,0.0,0.4521,0.0,0.0,34.22,0,0.5
S-30888,2026-03-14,0.0,4.0,58.15,5.0,12.0,2.0,1.0,5.0,2.0,15.0,0.0,3.0,0.4877,0.0,1.0,24.42,0,0.6889
S-30889,2026-03-20,0.0,0.0,67.42,2.0,1.0,7.0,3.0,0.0,1.0,13.0,5.0,4.0,0.9166,5.0,1.0,28.32,1,0.6615
S-30890,2026-03-20,1.0,7.0,50.13,56.0,19.0,3.0,4.0,3.0,0.0,8.0,4.0,4.0,0.6644,0.0,1.0,21.06,1,0.2911
S-30891,2025-02-12,4.0,5.0,24.93,26.0,7.0,5.0,4.0,5.0,1.0,14.0,6.0,4.0,0.9694,6.0,1.0,10.47,1,0.8306
S-30892,2025-09-11,3.0,6.0,130.87,3.0,38.0,0.0,4.0,4.0,2.0,5.0,3.0,3.0,0.7828,7.0,0.0,54.97,0,0.7301
S-30893,2025-08-20,2.0,4.0,53.53,36.0,26.0,4.0,1.0,9.0,3.0,16.0,1.0,5.0,0.5505,4.0,1.0,22.48,1,0.9153
S-30894,2025-02-09,4.0,7.0,28.3,59.0,36.0,1.0,3.0,1.0,0.0,13.0,3.0,4.0,0.7893,1.0,1.0,11.89,1,0.6189
S-30895,2026-03-31,2.0,2.0,131.24,5.0,28.0,1.0,4.0,0.0,1.0,11.0,9.0,2.0,0.2206,7.0,0.0,55.12,0,0.5878
S-30896,2025-09-24,4.0,8.0,51.5,25.0,20.0,3.0,2.0,7.0,3.0,3.0,1.0,0.0,0.3892,4.0,1.0,21.63,1,0.8313
S-30897,2025-07-27,0.0,7.0,85.91,46.0,29.0,7.0,1.0,4.0,0.0,4.0,14.0,1.0,0.4016,6.0,1.0,36.08,1,0.7446
S-30898,2025-03-06,4.0,8.0,55.67,38.0,33.0,4.0,1.0,1.0,1.0,1.0,11.0,2.0,0.1866,3.0,1.0,23.38,1,0.81
S-30899,2026-05-06,2.0,8.0,84.74,30.0,32.0,5.0,2.0,6.0,3.0,14.0,10.0,0.0,0.5479,7.0,1.0,35.59,1,0.9129
S-30900,2025-06-23,0.0,4.0,24.84,57.0,5.0,6.0,0.0,3.0,3.0,9.0,8.0,3.0,0.113,7.0,1.0,10.43,0,0.4888
S-30901,2025-05-08,5.0,7.0,18.92,27.0,16.0,5.0,4.0,8.0,0.0,16.0,0.0,4.0,0.6091,2.0,1.0,8.0,1,0.9402
S-30902,2025-10-25,4.0,6.0,137.44,54.0,29.0,1.0,0.0,9.0,1.0,4.0,1.0,5.0,0.8845,1.0,1.0,57.73,1,0.8038
S-30903,2025-03-04,3.0,10.0,95.69,11.0,5.0,6.0,3.0,2.0,3.0,14.0,0.0,0.0,0.3766,6.0,1.0,40.19,1,0.8422
S-30904,2025-03-03,2.0,6.0,132.66,36.0,36.0,0.0,1.0,5.0,1.0,17.0,6.0,0.0,0.6548,5.0,1.0,55.72,1,0.7756
S-30905,2025-12-27,0.0,4.0,135.7,54.0,33.0,7.0,1.0,9.0,1.0,10.0,2.0,5.0,0.8439,1.0,1.0,56.99,1,0.8797
S-30906,2025-03-27,4.0,10.0,78.05,41.0,14.0,2.0,3.0,9.0,0.0,15.0,8.0,0.0,0.1622,7.0,1.0,32.78,1,0.8046
S-30907,2025-07-17,3.0,3.0,96.93,40.0,33.0,4.0,4.0,5.0,2.0,12.0,1.0,0.0,0.1795,3.0,1.0,40.71,1,0.822
S-30908,2025-09-03,4.0,6.0,23.76,35.0,12.0,7.0,3.0,3.0,2.0,13.0,0.0,0.0,0.4153,0.0,0.0,9.98,1,0.8854
S-30909,2025-05-03,4.0,7.0,89.2,11.0,5.0,2.0,2.0,9.0,2.0,10.0,8.0,0.0,0.2796,1.0,1.0,37.47,1,0.8488
S-30910,2025-12-11,2.0,4.0,42.98,15.0,9.0,6.0,3.0,0.0,2.0,18.0,2.0,0.0,0.2762,5.0,1.0,18.05,1,0.7998
S-30911,2025-04-24,3.0,5.0,27.66,37.0,35.0,4.0,0.0,1.0,2.0,7.0,4.0,3.0,0.2977,7.0,1.0,11.62,1,0.8563
S-30912,2025-11-02,2.0,3.0,137.96,27.0,18.0,3.0,4.0,7.0,3.0,2.0,5.0,5.0,0.8128,7.0,1.0,57.94,0,0.5659
S-30913,2025-05-15,2.0,7.0,97.47,52.0,13.0,3.0,4.0,8.0,2.0,4.0,11.0,5.0,0.5272,3.0,0.0,40.94,0,0.4207
S-30914,2025-11-29,0.0,6.0,26.34,44.0,34.0,4.0,1.0,5.0,2.0,2.0,10.0,3.0,0.5176,1.0,1.0,11.06,0,0.6177
S-30915,2025-06-22,4.0,11.0,65.56,37.0,34.0,1.0,1.0,2.0,0.0,5.0,9.0,1.0,0.6553,2.0,1.0,27.53,0,0.7379
S-30916,2025-09-15,5.0,8.0,138.87,48.0,8.0,2.0,0.0,0.0,3.0,3.0,10.0,4.0,0.5573,4.0,0.0,58.33,1,0.5523
S-30917,2025-10-08,5.0,9.0,121.97,13.0,31.0,0.0,3.0,3.0,2.0,3.0,11.0,1.0,0.1783,4.0,0.0,51.23,0,0.7586
S-30918,2025-09-05,4.0,8.0,67.23,41.0,25.0,7.0,4.0,3.0,2.0,4.0,13.0,0.0,0.4494,1.0,1.0,28.24,0,0.8396
S-30919,2025-02-27,2.0,6.0,128.85,54.0,8.0,4.0,1.0,5.0,2.0,13.0,7.0,4.0,0.6391,7.0,1.0,54.12,1,0.6341
S-30920,2025-05-19,2.0,6.0,62.08,22.0,1.0,3.0,1.0,1.0,1.0,5.0,13.0,1.0,0.3842,7.0,0.0,26.07,0,0.4576
S-30921,2025-06-15,0.0,0.0,124.63,22.0,22.0,2.0,3.0,0.0,3.0,11.0,13.0,1.0,0.1739,3.0,1.0,52.35,0,0.3752
S-30922,2025-02-15,1.0,4.0,50.68,41.0,27.0,2.0,1.0,7.0,0.0,12.0,3.0,1.0,0.3893,1.0,0.0,21.28,1,0.712
S-30923,2026-04-18,4.0,4.0,70.71,9.0,36.0,7.0,0.0,4.0,1.0,18.0,8.0,5.0,0.6701,0.0,1.0,29.7,1,0.9913
S-30924,2026-05-19,0.0,6.0,18.28,8.0,1.0,4.0,2.0,5.0,3.0,4.0,13.0,3.0,0.2629,6.0,1.0,8.0,1,0.49
S-30925,2026-01-15,3.0,5.0,75.75,36.0,28.0,3.0,0.0,6.0,3.0,5.0,6.0,4.0,0.864,2.0,1.0,31.81,1,0.8494
S-30926,2025-03-28,5.0,5.0,134.14,40.0,14.0,4.0,0.0,3.0,0.0,13.0,10.0,5.0,0.9403,4.0,1.0,56.34,1,0.8975
S-30927,2025-11-12,3.0,3.0,91.8,49.0,21.0,6.0,4.0,8.0,2.0,16.0,14.0,0.0,0.2858,0.0,0.0,38.56,0,0.8792
S-30928,2025-04-18,5.0,7.0,104.91,51.0,11.0,4.0,3.0,4.0,1.0,16.0,8.0,1.0,0.2224,2.0,1.0,44.06,1,0.8046
S-30929,2025-01-05,1.0,4.0,95.76,12.0,31.0,3.0,4.0,7.0,0.0,15.0,7.0,4.0,0.5471,6.0,0.0,40.22,1,0.8306
S-30930,2026-02-12,1.0,5.0,60.24,21.0,31.0,2.0,2.0,9.0,1.0,5.0,11.0,2.0,0.4105,6.0,1.0,25.3,1,0.7622
S-30931,2025-11-09,3.0,5.0,80.22,0.0,17.0,6.0,3.0,0.0,0.0,7.0,5.0,5.0,0.3216,1.0,0.0,33.69,1,0.8545
S-30932,2025-12-12,4.0,9.0,24.76,45.0,5.0,7.0,3.0,8.0,3.0,19.0,8.0,3.0,0.0378,5.0,0.0,10.4,1,0.9224
S-30933,2026-01-03,3.0,6.0,138.99,51.0,25.0,7.0,1.0,6.0,2.0,1.0,5.0,1.0,0.8206,6.0,0.0,58.37,1,0.8693
S-30934,2025-11-24,1.0,7.0,44.01,45.0,31.0,2.0,3.0,0.0,1.0,18.0,4.0,2.0,0.4396,7.0,1.0,18.48,1,0.5112
S-30935,2026-02-06,5.0,6.0,131.5,9.0,13.0,2.0,4.0,7.0,2.0,10.0,7.0,4.0,0.5107,3.0,1.0,55.23,1,0.8538
S-30936,2025-07-31,1.0,5.0,41.62,32.0,26.0,0.0,3.0,2.0,1.0,16.0,2.0,3.0,0.6287,3.0,1.0,17.48,0,0.4329
S-30937,2025-09-21,1.0,3.0,45.28,33.0,8.0,2.0,0.0,2.0,2.0,6.0,4.0,5.0,0.3644,3.0,1.0,19.02,0,0.4025
S-30938,2026-01-21,2.0,7.0,107.93,5.0,33.0,5.0,2.0,2.0,1.0,18.0,13.0,0.0,0.477,6.0,1.0,45.33,1,0.9413
S-30939,2025-06-28,0.0,0.0,139.54,0.0,4.0,2.0,0.0,9.0,2.0,10.0,12.0,0.0,0.2306,1.0,0.0,58.61,0,0.7311
S-30940,2025-10-06,4.0,9.0,87.02,53.0,24.0,6.0,1.0,1.0,0.0,17.0,2.0,4.0,0.6737,6.0,1.0,36.55,1,0.9033
S-30941,2025-01-22,0.0,0.0,90.44,10.0,32.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,0.1878,2.0,0.0,37.98,1,0.5075
S-30942,2026-03-06,4.0,10.0,65.07,28.0,6.0,4.0,2.0,9.0,0.0,5.0,12.0,0.0,0.2542,4.0,1.0,27.33,1,0.832
S-30943,2025-12-26,0.0,5.0,89.06,20.0,2.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,0.5663,3.0,1.0,37.4,1,0.2108
S-30944,2026-04-29,1.0,5.0,73.62,24.0,6.0,1.0,3.0,9.0,0.0,15.0,1.0,5.0,0.614,2.0,0.0,30.92,1,0.5474
S-30945,2025-03-23,1.0,3.0,86.59,57.0,0.0,6.0,4.0,8.0,1.0,17.0,5.0,0.0,0.7544,3.0,0.0,36.37,1,0.5757
S-30946,2025-06-06,5.0,9.0,95.59,41.0,15.0,4.0,3.0,7.0,1.0,7.0,1.0,4.0,0.5529,4.0,1.0,40.15,1,0.8382
S-30947,2026-04-02,2.0,3.0,32.01,25.0,33.0,0.0,2.0,1.0,0.0,4.0,7.0,1.0,0.6618,0.0,1.0,13.45,0,0.4788
S-30948,2025-07-24,2.0,9.0,25.05,8.0,21.0,5.0,1.0,7.0,0.0,17.0,8.0,0.0,0.7458,1.0,1.0,10.52,1,0.9517
S-30949,2025-08-21,1.0,3.0,128.26,48.0,28.0,3.0,2.0,5.0,2.0,12.0,5.0,4.0,0.3832,0.0,0.0,53.87,0,0.6434
S-30950,2025-09-17,0.0,1.0,114.99,35.0,34.0,2.0,4.0,7.0,2.0,10.0,7.0,0.0,0.3912,5.0,0.0,48.29,1,0.5511
S-30951,2025-02-23,4.0,11.0,86.18,49.0,22.0,4.0,3.0,6.0,0.0,11.0,4.0,3.0,0.4089,3.0,1.0,36.2,1,0.8168
S-30952,2025-12-17,1.0,2.0,28.12,10.0,15.0,7.0,3.0,5.0,0.0,19.0,10.0,0.0,0.3329,5.0,0.0,11.81,1,0.9121
S-30953,2025-10-30,1.0,2.0,34.14,35.0,35.0,2.0,2.0,3.0,2.0,9.0,12.0,0.0,0.4182,3.0,1.0,14.34,0,0.6213
S-30954,2026-05-19,0.0,4.0,47.39,7.0,27.0,2.0,4.0,1.0,3.0,19.0,3.0,1.0,0.5785,4.0,0.0,19.9,1,0.6094
S-30955,2025-03-13,2.0,5.0,133.27,56.0,28.0,1.0,4.0,2.0,3.0,15.0,6.0,1.0,0.3747,2.0,1.0,55.97,1,0.3917
S-30956,2026-03-21,0.0,2.0,107.25,38.0,13.0,7.0,4.0,2.0,1.0,6.0,7.0,1.0,0.0353,3.0,0.0,45.04,1,0.4626
S-30957,2026-02-15,5.0,7.0,19.47,56.0,26.0,5.0,3.0,2.0,0.0,8.0,13.0,2.0,0.6984,0.0,1.0,8.18,1,0.81
S-30958,2025-06-03,0.0,1.0,46.48,23.0,3.0,3.0,0.0,8.0,3.0,18.0,13.0,5.0,0.5259,5.0,0.0,19.52,1,0.7359
S-30959,2025-01-02,4.0,5.0,47.35,2.0,26.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,0.05,3.0,1.0,19.89,1,0.6878
S-30960,2025-10-22,2.0,7.0,118.55,26.0,15.0,0.0,2.0,3.0,2.0,8.0,9.0,2.0,0.4209,2.0,1.0,49.79,1,0.4134
S-30961,2025-03-25,2.0,8.0,28.22,28.0,17.0,6.0,2.0,4.0,2.0,8.0,3.0,0.0,0.3371,3.0,1.0,11.85,1,0.8146
S-30962,2026-04-18,5.0,6.0,83.36,4.0,32.0,3.0,0.0,7.0,3.0,9.0,4.0,1.0,0.1068,3.0,0.0,35.01,1,0.977
S-30963,2026-02-09,4.0,6.0,23.62,42.0,6.0,7.0,3.0,7.0,0.0,15.0,14.0,5.0,0.1452,1.0,1.0,9.92,1,0.9029
S-30964,2026-03-08,3.0,3.0,27.18,11.0,8.0,6.0,2.0,4.0,1.0,10.0,3.0,4.0,0.2623,4.0,1.0,11.42,1,0.8824
S-30965,2025-08-23,1.0,3.0,53.49,38.0,29.0,2.0,3.0,2.0,2.0,7.0,7.0,1.0,0.4332,0.0,1.0,22.46,1,0.4305
S-30966,2025-12-20,1.0,7.0,66.51,17.0,13.0,6.0,1.0,0.0,3.0,4.0,12.0,5.0,0.3988,5.0,0.0,27.94,1,0.6781
S-30967,2026-01-25,5.0,11.0,54.87,22.0,19.0,0.0,4.0,9.0,2.0,5.0,1.0,4.0,0.0933,5.0,1.0,23.04,1,0.7427
S-30968,2025-10-22,3.0,8.0,114.37,9.0,30.0,2.0,2.0,6.0,2.0,12.0,12.0,1.0,0.6695,4.0,1.0,48.03,1,0.8989
S-30969,2026-05-22,5.0,10.0,86.15,10.0,22.0,1.0,4.0,6.0,1.0,9.0,12.0,2.0,0.2943,7.0,0.0,36.18,1,0.8375
S-30970,2025-10-21,2.0,8.0,28.58,32.0,36.0,6.0,2.0,0.0,1.0,4.0,10.0,5.0,0.9203,4.0,1.0,12.0,1,0.8053
S-30971,2025-08-06,2.0,3.0,102.59,52.0,23.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,0.4483,0.0,0.0,43.09,0,0.4256
S-30972,2025-12-07,5.0,11.0,107.98,16.0,15.0,2.0,1.0,3.0,0.0,14.0,0.0,3.0,0.2962,7.0,0.0,45.35,1,0.8899
S-30973,2025-01-19,0.0,5.0,49.29,8.0,24.0,6.0,3.0,2.0,1.0,17.0,13.0,0.0,0.3414,5.0,1.0,20.7,1,0.8375
S-30974,2025-11-02,0.0,2.0,32.48,19.0,17.0,1.0,2.0,0.0,0.0,8.0,8.0,2.0,0.1197,3.0,0.0,13.64,0,0.2942
S-30975,2025-07-31,5.0,12.0,122.86,37.0,27.0,4.0,2.0,2.0,2.0,14.0,13.0,2.0,0.4375,1.0,1.0,51.6,0,0.9059
S-30976,2025-02-12,2.0,8.0,120.77,35.0,16.0,0.0,3.0,9.0,0.0,17.0,4.0,3.0,0.3204,6.0,1.0,50.72,0,0.6236
S-30977,2025-10-16,0.0,2.0,91.37,8.0,17.0,7.0,0.0,4.0,2.0,10.0,3.0,4.0,0.523,1.0,0.0,38.38,1,0.8928
S-30978,2025-04-19,5.0,8.0,39.65,19.0,11.0,6.0,4.0,6.0,3.0,13.0,3.0,4.0,0.4188,0.0,1.0,16.65,1,0.9318
S-30979,2026-05-26,0.0,0.0,45.43,45.0,6.0,7.0,2.0,7.0,0.0,13.0,2.0,5.0,0.6427,4.0,1.0,19.08,1,0.7016
S-30980,2025-12-10,0.0,3.0,38.12,18.0,20.0,7.0,1.0,4.0,3.0,17.0,0.0,3.0,0.128,3.0,1.0,16.01,1,0.8993
S-30981,2025-03-29,5.0,6.0,130.83,59.0,2.0,6.0,2.0,7.0,0.0,2.0,4.0,2.0,0.7078,7.0,0.0,54.95,1,0.7604
S-30982,2025-04-20,5.0,9.0,135.67,23.0,16.0,3.0,1.0,3.0,2.0,19.0,6.0,0.0,0.1459,1.0,0.0,56.98,1,0.9266
S-30983,2026-04-06,5.0,6.0,114.56,49.0,33.0,3.0,0.0,5.0,3.0,7.0,1.0,0.0,0.3929,7.0,1.0,48.11,1,0.9093
S-30984,2025-05-25,4.0,8.0,48.84,6.0,20.0,4.0,1.0,5.0,2.0,18.0,0.0,1.0,0.2714,0.0,1.0,20.51,0,0.9619
S-30985,2025-09-30,5.0,11.0,102.8,8.0,13.0,1.0,4.0,2.0,2.0,1.0,9.0,3.0,0.7872,4.0,1.0,43.17,1,0.5915
S-30986,2025-04-09,3.0,7.0,99.98,12.0,12.0,0.0,0.0,2.0,1.0,19.0,14.0,1.0,0.3178,6.0,1.0,41.99,1,0.7703
S-30987,2026-02-08,1.0,5.0,104.34,54.0,38.0,1.0,1.0,8.0,3.0,3.0,3.0,5.0,0.6281,5.0,1.0,43.82,1,0.5793
